Table Names,State,Parameters,Type,April - Total ((A+B) or (C+D)),May - Total ((A+B) or (C+D)),June - Total ((A+B) or (C+D)),July - Total ((A+B) or (C+D)),August - Total ((A+B) or (C+D)),September - Total ((A+B) or (C+D)),October - Total ((A+B) or (C+D)),November - Total ((A+B) or (C+D)),December - Total ((A+B) or (C+D)),January - Total ((A+B) or (C+D)),February - Total ((A+B) or (C+D)),March - Total ((A+B) or (C+D)),Total - Total ((A+B) or (C+D)),Total - Public (A),Total - Private (B),Total - Urban (C),Total - Rural (D)
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Vaccine - Measles,1. Balance From Previous Month,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Vaccine - Measles,2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Vaccine - Measles,3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Vaccine - Measles,4. Stock Distributed,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Vaccine - Measles,5. Total Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Measles Rubella (MR),1. Balance From Previous Month,4800,4650,4050,3550,3250,2800,2800,2400,2380,2000,1000,1000,34680,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Measles Rubella (MR),2. Stocks Received,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Measles Rubella (MR),3. Unusable Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Measles Rubella (MR),4. Stock Distributed,150,600,500,300,450,0,400,20,380,1000,0,160,3960,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Lakshadweep,Measles Rubella (MR),5. Total Stock,4650,4050,3550,3250,2800,2800,2400,2380,2000,1000,1000,840,30720,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation (9-11months) - Measles 1st dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation - Measles-1st dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Childhood Diseases - Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Childhood Diseases - Asthma,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Childhood Diseases - Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Childhood Diseases - Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Vaccine - Measles,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Vaccine - Measles,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Vaccine - Measles,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Vaccine - Measles,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Vaccine - Measles,5. Total Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Measles Rubella (MR),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Measles Rubella (MR),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Measles Rubella (MR),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Measles Rubella (MR),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Defence,Measles Rubella (MR),5. Total Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation (9-11months) - Measles 1st dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation - Measles-1st dose,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Childhood Diseases - Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Childhood Diseases - Asthma,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Childhood Diseases - Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Childhood Diseases - Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Vaccine - Measles,1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Vaccine - Measles,2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Vaccine - Measles,3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Vaccine - Measles,4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Vaccine - Measles,5. Total Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Measles Rubella (MR),1. Balance From Previous Month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Measles Rubella (MR),2. Stocks Received,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Measles Rubella (MR),3. Unusable Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Measles Rubella (MR),4. Stock Distributed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,M/O Railways,Measles Rubella (MR),5. Total Stock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated,Data for this item can not be cumulated
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,379,19,77,17,24,15,70,2447,13689,19342,40046,103831,179956,178955,1001,24182,155774
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation (9-11months) - Measles 1st dose,TOTAL,112453,125895,135307,158120,143523,125871,138260,121326,87172,46146,43482,56415,1293970,1276310,17660,179627,1114343
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,2,86,116,11,30,4,198,115,1635,3064,13864,13296,32421,31868,553,15006,17415
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation - Measles-1st dose,TOTAL,15939,17721,20251,19333,17050,15586,16922,14375,13402,6412,5888,8661,171540,168379,3161,38176,133364
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,328,38,82,104,61,80,99,1065,6993,14991,27248,73383,124472,123933,539,20414,104058
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,107378,113340,113534,135846,118088,103218,116463,109426,86204,49295,41064,55199,1149055,1142534,6521,147720,1001335
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,21,14,0,19,11,8,8,24,69,277,191,206,848,848,0,22,826
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Childhood Diseases - Pneumonia,TOTAL,2675,1990,2315,3050,3034,5410,5368,3508,3517,3695,3608,3354,41524,38965,2559,7579,33945
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Childhood Diseases - Asthma,TOTAL,283,306,294,377,486,608,1041,575,729,556,594,419,6268,5547,721,1775,4493
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Childhood Diseases - Measles,TOTAL,220,141,99,85,111,64,55,61,43,89,84,95,1147,1102,45,219,928
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Childhood Diseases - Diarrhoea,TOTAL,17880,21136,19625,24962,23631,19779,17058,14544,14487,14227,13760,16488,217577,210930,6647,25367,192210
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,6898,8555,7541,7652,8027,6361,4915,3479,3834,4015,4036,5087,70400,65583,4817,14644,55756
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,6240,5921,5327,5021,6142,7792,6824,8937,7731,6944,5832,6053,78764,59052,19712,19366,59398
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,78,98,77,72,117,213,197,121,138,149,119,115,1494,1488,6,43,1451
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,8,8,8,11,26,17,18,14,24,11,7,21,173,173,0,3,170
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,3,7,2,1,5,6,2,7,1,5,2,5,46,46,0,3,43
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,44,39,31,37,37,62,48,40,25,32,44,44,483,479,4,23,460
2018-2019.xlsm/hmis-report-2018-19,Madhya Pradesh,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,9,10,9,14,15,30,19,7,5,12,4,7,141,139,2,4,137
